row,col,data
15548,334,0.0034
15549,6,0.3305
15549,30,0.3764
15549,248,0.2942
15549,337,0.1389
15550,0,0.2404
15550,23,0.2091
15550,199,0.0628
15550,210,0.0599
15550,253,0.0618
15550,334,0.0034
15551,7,0.4586
15551,20,0.3633
15551,278,0.1285
15551,281,0.1263
15551,337,0.1389
15552,3,0.2130
15552,111,0.2370
15552,212,0.1662
15552,334,0.0034
15553,0,0.2404
15553,32,0.3200
15553,288,0.1949
15553,334,0.0034
15554,0,0.2404
15554,210,0.1796
15554,334,0.0034
15555,3,0.2130
15555,98,0.2199
15555,154,0.2512
15555,334,0.0034
15556,0,0.2404
15556,23,0.2091
15556,259,0.1986
15556,334,0.0034
15557,3,0.2130
15557,111,0.2370
15557,258,0.2420
15557,334,0.0034
15558,4,0.4678
15558,75,0.1734
15558,102,0.1407
15558,124,0.2717
15558,340,0.1718
15559,6,0.3305
15559,114,0.5947
15559,168,0.1673
15559,334,0.0034
15560,3,0.2130
15560,98,0.2199
15560,215,0.1889
15560,334,0.0034
15561,6,0.3305
15561,95,0.3682
15561,230,0.1165
15561,332,0.1184
15561,334,0.0034
15562,0,0.2404
15562,97,0.6128
15562,150,0.2334
15562,334,0.0034
15563,4,0.4678
15563,102,0.2815
15563,132,0.2198
15563,224,0.1383
15563,334,0.0034
15564,0,0.2404
15564,58,0.3123
15564,172,0.1933
15564,334,0.0034
15565,0,0.1202
15565,5,0.3180
15565,23,0.2091
15565,333,0.1981
15565,334,0.0034
15566,3,0.2130
15566,46,0.1907
15566,115,0.3765
15566,307,0.2623
15566,334,0.0034
15567,6,0.3305
15567,67,0.2344
15567,110,0.2134
15567,142,0.3161
15567,335,0.1009
15568,0,0.2404
15568,58,0.3123
15568,172,0.1933
15568,334,0.0034
15569,0,0.2404
15569,58,0.3123
15569,136,0.1094
15569,253,0.0928
15569,334,0.0034
15570,0,0.2404
15570,91,0.4007
15570,257,0.3072
15570,335,0.1009
15571,3,0.2130
15571,46,0.3814
15571,297,0.2395
15571,334,0.0034
15572,6,0.3305
15572,43,0.5262
15572,141,0.1707
15572,144,0.1134
15572,334,0.0034
15573,3,0.2130
15573,18,0.5343
15573,143,0.1484
15573,228,0.1443
15573,334,0.0034
15574,3,0.2130
15574,98,0.2199
15574,151,0.2309
15574,334,0.0034
15575,3,0.2130
15575,35,0.3498
15575,125,0.1557
15575,151,0.1155
15575,334,0.0034
15576,0,0.2404
15576,23,0.2091
15576,202,0.2389
15576,210,0.0898
15577,3,0.2130
15577,35,0.3498
15577,212,0.1662
15577,334,0.0034
15578,0,0.2404
15578,23,0.2091
15578,333,0.1981
15578,334,0.0034
15579,7,0.4586
15579,20,0.3633
15579,124,0.2717
15579,334,0.0034
15580,3,0.2130
15580,11,0.3290
15580,318,0.2098
15580,334,0.0034
15581,0,0.2404
15581,23,0.2091
15581,259,0.1986
15581,334,0.0034
15582,110,0.4267
15582,200,0.1692
15582,240,0.1410
15582,334,0.0034
15583,7,0.4586
15583,112,0.4833
15583,215,0.1889
15583,337,0.1389
15584,3,0.2130
15584,151,0.1155
15584,212,0.0831
15584,334,0.0034
15585,3,0.2130
15585,35,0.3498
15585,245,0.1369
15585,290,0.1381
15585,334,0.0034
15586,3,0.2130
15586,46,0.3814
15586,215,0.1889
15586,334,0.0034
15587,3,0.2130
15587,98,0.2199
15587,318,0.2098
15587,334,0.0034
15588,3,0.2130
15588,55,0.4601
15588,198,0.0819
15588,270,0.0641
15588,328,0.0844
15588,334,0.0034
15589,5,0.6361
15589,85,0.3884
15589,273,0.2684
15589,335,0.1009
15590,6,0.3305
15590,114,0.5947
15590,282,0.2472
15590,334,0.0034
15591,3,0.2130
15591,111,0.2370
15591,168,0.1673
15591,334,0.0034
15592,0,0.2404
15592,23,0.2091
15592,183,0.2202
15592,334,0.0034
15593,0,0.1202
15593,7,0.2293
15593,41,0.4221
15593,302,0.2506
15593,334,0.0034
15594,0,0.2404
15594,51,0.5915
15594,320,0.2500
15594,321,0.1086
15594,334,0.0034
15595,3,0.2130
15595,111,0.2370
15595,212,0.0831
15595,318,0.1049
15595,334,0.0034
15596,4,0.4678
15596,70,0.3208
15596,227,0.1571
15596,274,0.1461
15596,344,0.1959
15597,0,0.2404
15597,23,0.2091
15597,183,0.1101
15597,199,0.0942
15597,334,0.0034
15598,4,0.4678
15598,224,0.2766
15598,334,0.0034
15599,0,0.2404
15599,58,0.3123
15599,239,0.1468
15599,322,0.0968
15599,334,0.0034
15600,4,0.4678
15600,102,0.2815
15600,190,0.3048
15600,334,0.0034
15601,6,0.3305
15601,88,0.5531
15601,159,0.1034
15601,174,0.0987
15601,334,0.0034
15602,3,0.2130
15602,98,0.2199
15602,297,0.2395
15602,334,0.0034
15603,4,0.4678
15603,70,0.3208
15603,318,0.2098
15603,334,0.0034
15604,3,0.2130
15604,46,0.3814
15604,239,0.2935
15604,334,0.0034
15605,3,0.2130
15605,98,0.2199
15605,212,0.1662
15605,334,0.0034
15606,3,0.2130
15606,11,0.3290
15606,311,0.2001
15606,334,0.0034
15607,0,0.2404
15607,32,0.3200
15607,288,0.1949
15607,334,0.0034
15608,0,0.2404
15608,23,0.2091
15608,334,0.0034
15609,6,0.3305
15609,45,0.6806
15609,128,0.1282
15609,205,0.1296
15609,334,0.0034
15610,3,0.2130
15610,11,0.3290
15610,212,0.1662
15610,334,0.0034
15611,0,0.2404
15611,23,0.2091
15611,333,0.1981
15611,334,0.0034
15612,3,0.1065
15612,5,0.3180
15612,11,0.3290
15612,231,0.2171
15612,334,0.0034
15613,6,0.3305
15613,57,0.3833
15613,230,0.1165
15613,332,0.1184
15613,334,0.0034
15614,3,0.2130
15614,111,0.2370
15614,144,0.1134
15614,270,0.0961
15614,334,0.0034
15615,3,0.2130
15615,11,0.3290
15615,282,0.2472
15615,334,0.0034
15616,3,0.2130
15616,35,0.3498
15616,297,0.2395
15616,334,0.0034
15617,4,0.4678
15617,70,0.3208
15617,131,0.3152
15617,334,0.0034
15618,3,0.2130
15618,111,0.2370
15618,294,0.2407
15618,334,0.0034
15619,3,0.2130
15619,111,0.2370
15619,212,0.1662
15619,334,0.0034
15620,0,0.2404
15620,23,0.2091
15620,333,0.1981
15620,334,0.0034
15621,3,0.2130
15621,66,0.4795
15621,135,0.0821
15621,264,0.0659
15621,270,0.0641
15621,334,0.0034
15622,0,0.2404
15622,91,0.4007
15622,184,0.0846
15622,217,0.0806
15622,226,0.0820
15622,257,0.0768
15622,334,0.0034
15623,0,0.2404
15623,23,0.2091
15623,183,0.2202
15623,334,0.0034
15624,6,0.3305
15624,129,0.2752
15624,334,0.0034
15625,4,0.4678
15625,70,0.3208
15625,274,0.2923
15625,334,0.0034
15626,6,0.3305
15626,68,0.5716
15626,318,0.2098
15626,336,0.1215
15627,0,0.2404
15627,10,0.4380
15627,172,0.1933
15627,334,0.0034
15628,3,0.2130
15628,111,0.2370
15628,300,0.2545
15628,334,0.0034
15629,6,0.3305
15629,30,0.3764
15629,278,0.1285
15629,281,0.1263
15629,334,0.0034
15630,7,0.4586
15630,47,0.4003
15630,196,0.1502
15630,316,0.1461
15630,334,0.0034
15631,0,0.2404
15631,80,0.1852
15631,94,0.2647
15631,172,0.1933
15631,334,0.0034
15632,7,0.4586
15632,107,0.4289
15632,236,0.1487
15632,313,0.1528
15632,340,0.1718
15633,0,0.2404
15633,58,0.3123
15633,204,0.2367
15633,334,0.0034
15634,6,0.3305
15634,95,0.3682
15634,188,0.2328
15634,334,0.0034
15635,3,0.2130
15635,93,0.3792
15635,171,0.1132
15635,299,0.1128
15635,334,0.0034
15636,6,0.3305
15636,95,0.3682
15636,188,0.2328
15636,335,0.1009
15637,3,0.2130
15637,98,0.2199
15637,252,0.2237
15637,334,0.0034
15638,3,0.2130
15638,34,0.3870
15638,212,0.1662
15638,334,0.0034
15639,7,0.4586
15639,20,0.3633
15639,124,0.2717
15639,337,0.1389
15640,3,0.2130
15640,35,0.3498
15640,171,0.0755
15640,270,0.0641
15640,299,0.0752
15640,334,0.0034
15641,6,0.3305
15641,30,0.3764
15641,236,0.0992
15641,240,0.0940
15641,313,0.1019
15641,342,0.1871
15642,7,0.4586
15642,104,0.3247
15642,282,0.2472
15642,335,0.1009
15643,3,0.2130
15643,93,0.3792
15643,171,0.0755
15643,270,0.0641
15643,299,0.0752
15643,334,0.0034
15644,3,0.2130
15644,34,0.3870
15644,211,0.1855
15644,297,0.1198
15644,334,0.0034
15645,3,0.2130
15645,35,0.3498
15645,151,0.2309
15645,334,0.0034
15646,2,1.0000
15646,35,0.3498
15646,151,0.2309
15646,334,0.0034
15647,3,0.2130
15647,111,0.2370
15647,300,0.2545
15647,334,0.0034
15648,0,0.2404
15648,91,0.4007
15648,172,0.1933
15648,334,0.0034
15649,3,0.2130
15649,111,0.2370
15649,188,0.2328
15649,334,0.0034
15650,3,0.2130
15650,60,0.4467
15650,269,0.3040
15650,334,0.0034
15651,3,0.2130
15651,11,0.3290
15651,168,0.1673
15651,334,0.0034
15652,4,0.4678
15652,102,0.2815
15652,140,0.1842
15652,190,0.1524
15652,334,0.0034
15653,6,0.3305
15653,75,0.3468
15653,230,0.1165
15653,332,0.1184
15653,334,0.0034
15654,6,0.3305
15654,110,0.4267
15654,240,0.2820
15654,334,0.0034
15655,0,0.2404
15655,80,0.3705
15655,152,0.2305
15655,334,0.0034
15656,0,0.2404
15656,80,0.3705
15656,259,0.1986
15656,334,0.0034
15657,3,0.2130
15657,98,0.2199
15657,198,0.0819
15657,258,0.0807
15657,328,0.0844
15657,334,0.0034
15658,3,0.2130
15658,103,0.4514
15658,151,0.2309
15658,334,0.0034
15659,4,0.4678
15659,70,0.3208
15659,140,0.1842
15659,220,0.1658
15659,334,0.0034
15660,3,0.2130
15660,98,0.2199
15660,212,0.1662
15660,334,0.0034
15661,3,0.2130
15661,67,0.4689
15661,168,0.1673
15661,334,0.0034
15662,3,0.2130
15662,98,0.2199
15662,144,0.0454
15662,214,0.0435
15662,237,0.0473
15662,252,0.0447
15662,270,0.0384
15662,334,0.0034
15663,3,0.2130
15663,11,0.3290
15663,212,0.1662
15663,334,0.0034
15664,0,0.2404
15664,23,0.2091
15664,253,0.1855
15664,334,0.0034
15665,3,0.2130
15665,98,0.2199
15665,297,0.2395
15665,334,0.0034
15666,0,0.2404
15666,91,0.4007
15666,253,0.1855
15666,334,0.0034
15667,0,0.2404
15667,8,0.5310
15667,259,0.1986
15667,334,0.0034
15668,0,0.2404
15668,23,0.2091
15668,183,0.2202
15668,334,0.0034
15669,3,0.2130
15669,98,0.2199
15669,213,0.2578
15669,334,0.0034
15670,0,0.2404
15670,31,0.4723
15670,199,0.0942
15670,286,0.1032
15670,334,0.0034
15671,4,0.4678
15671,102,0.2815
15671,224,0.2766
15671,334,0.0034
15672,0,0.2404
15672,39,0.4333
15672,136,0.2187
15672,334,0.0034
15673,3,0.2130
15673,81,0.4273
15673,286,0.2065
15673,334,0.0034
15674,3,0.2130
15674,98,0.2199
15674,138,0.2223
15674,334,0.0034
15675,3,0.2130
15675,98,0.2199
15675,168,0.1673
15675,334,0.0034
15676,5,0.6361
15676,69,0.3874
15676,155,0.2330
15676,334,0.0034
15677,0,0.2404
15677,23,0.2091
15677,199,0.0942
15677,210,0.0898
15677,334,0.0034
15678,6,0.3305
15678,110,0.4267
15678,240,0.2820
15678,335,0.1009
15679,7,0.4586
15679,104,0.3247
15679,196,0.1502
15679,316,0.1461
15679,334,0.0034
15680,4,0.4678
15680,102,0.2815
15680,305,0.2619
15680,334,0.0034
15681,7,0.4586
15681,20,0.3633
15681,124,0.2717
15681,335,0.1009
15682,3,0.2130
15682,111,0.2370
15682,215,0.1889
15682,334,0.0034
15683,6,0.3305
15683,95,0.3682
15683,311,0.1000
15683,318,0.1049
15683,336,0.1215
15684,0,0.2404
15684,23,0.2091
15684,183,0.0734
15684,199,0.0628
15684,210,0.0599
15684,334,0.0034
15685,6,0.1653
15685,7,0.2293
15685,113,0.4494
15685,214,0.2177
15685,334,0.0034
15686,3,0.2130
15686,11,0.3290
15686,151,0.2309
15686,334,0.0034
15687,3,0.2130
15687,98,0.2199
15687,289,0.2858
15687,334,0.0034
15688,0,0.2404
15688,58,0.3123
15688,259,0.1986
15688,334,0.0034
15689,0,0.2404
15689,10,0.4380
15689,259,0.1986
15689,334,0.0034
15690,0,0.2404
15690,23,0.2091
15690,183,0.2202
15690,334,0.0034
15691,3,0.2130
15691,94,0.5293
15691,311,0.2001
15691,334,0.0034
15692,4,0.4678
15692,70,0.3208
15692,140,0.0921
15692,178,0.0909
15692,215,0.0472
15692,220,0.0829
15692,344,0.1959
15693,6,0.3305
15693,9,0.3584
15693,129,0.2752
15693,334,0.0034
15694,0,0.2404
15694,23,0.2091
15694,199,0.0628
15694,210,0.0599
15694,253,0.0618
15694,334,0.0034
15695,0,0.2404
15695,23,0.2091
15695,333,0.1981
15695,334,0.0034
15696,3,0.2130
15696,11,0.3290
15696,212,0.1662
15696,334,0.0034
15697,3,0.1065
15697,4,0.2339
15697,46,0.3814
15697,306,0.3279
15697,334,0.0034
15698,7,0.4586
15698,104,0.3247
15698,161,0.1553
15698,260,0.1571
15698,335,0.1009
15699,6,0.3305
15699,110,0.4267
15699,146,0.3329
15699,335,0.1009
15700,0,0.2404
15700,119,0.4594
15700,172,0.0966
15700,333,0.0991
15700,334,0.0034
15701,0,0.2404
15701,23,0.2091
15701,333,0.1981
15701,334,0.0034
15702,6,0.3305
15702,95,0.3682
15702,159,0.1034
15702,174,0.0987
15702,334,0.0034
15703,5,0.6361
15703,69,0.3874
15703,182,0.3571
15703,334,0.0034
15704,0,0.2404
15704,91,0.4007
15704,136,0.2187
15704,334,0.0034
15705,0,0.2404
15705,80,0.3705
15705,292,0.2842
15705,334,0.0034
15706,3,0.2130
15706,98,0.2199
15706,252,0.2237
15706,334,0.0034
15707,3,0.2130
15707,98,0.2199
15707,245,0.0913
15707,269,0.1013
15707,290,0.0921
15707,334,0.0034
15708,6,0.3305
15708,57,0.3833
15708,213,0.2578
15708,334,0.0034
15709,4,0.4678
15709,102,0.2815
15709,190,0.3048
15709,334,0.0034
15710,3,0.2130
15710,98,0.2199
15710,318,0.2098
15710,334,0.0034
15711,0,0.2404
15711,91,0.4007
15711,150,0.2334
15711,334,0.0034
15712,7,0.4586
15712,20,0.3633
15712,278,0.1285
15712,281,0.1263
15712,334,0.0034
15713,6,0.3305
15713,95,0.3682
15713,188,0.2328
15713,334,0.0034
15714,6,0.3305
15714,9,0.3584
15714,207,0.2448
15714,334,0.0034
15715,0,0.2404
15715,23,0.2091
15715,210,0.1796
15715,334,0.0034
15716,3,0.2130
15716,111,0.2370
15716,168,0.1673
15716,334,0.0034
15717,3,0.2130
15717,111,0.2370
15717,212,0.1662
15717,334,0.0034
15718,3,0.2130
15718,98,0.2199
15718,334,0.0034
15719,7,0.4586
15719,112,0.4833
15719,298,0.3033
15719,337,0.1389
15720,6,0.3305
15720,9,0.3584
15720,207,0.1224
15720,279,0.1513
15720,334,0.0034
15721,0,0.2404
15721,23,0.2091
15721,183,0.1101
15721,210,0.0898
15721,334,0.0034
15722,3,0.2130
15722,35,0.3498
15722,151,0.1155
15722,318,0.1049
15722,334,0.0034
15723,7,0.4586
15723,47,0.4003
15723,204,0.2367
15723,334,0.0034
15724,6,0.3305
15724,95,0.3682
15724,230,0.1165
15724,332,0.1184
15724,334,0.0034
15725,4,0.4678
15725,70,0.3208
15725,121,0.1498
15725,122,0.1437
15725,334,0.0034
15726,3,0.2130
15726,111,0.2370
15726,282,0.2472
15726,334,0.0034
15727,7,0.4586
15727,104,0.3247
15727,154,0.0628
15727,196,0.0751
15727,316,0.0731
15727,331,0.1044
15727,335,0.1009
15728,6,0.3305
15728,57,0.3833
15728,128,0.1282
15728,205,0.1296
15728,334,0.0034
15729,6,0.3305
15729,30,0.3764
15729,147,0.3355
15729,334,0.0034
15730,3,0.2130
15730,98,0.2199
15730,135,0.0821
15730,214,0.0726
15730,237,0.0789
15730,334,0.0034
15731,3,0.2130
15731,46,0.3814
15731,307,0.2623
15731,334,0.0034
15732,3,0.2130
15732,60,0.4467
15732,151,0.2309
15732,334,0.0034
15733,6,0.3305
15733,54,0.3231
15733,73,0.2572
15733,159,0.1034
15733,174,0.0987
15733,335,0.1009
15734,0,0.2404
15734,58,0.3123
15734,136,0.2187
15734,334,0.0034
15735,7,0.4586
15735,104,0.3247
15735,264,0.1976
15735,334,0.0034
15736,0,0.2404
15736,23,0.2091
15736,210,0.0898
15736,253,0.0928
15736,334,0.0034
15737,3,0.2130
15737,98,0.2199
15737,215,0.1889
15737,334,0.0034
15738,0,0.2404
15738,91,0.4007
15738,137,0.2852
15738,334,0.0034
15739,0,0.2404
15739,91,0.4007
15739,217,0.1074
15739,226,0.1093
15739,257,0.1024
15739,334,0.0034
15740,0,0.2404
15740,41,0.4221
15740,302,0.2506
15740,334,0.0034
15741,4,0.4678
15741,102,0.2815
15741,334,0.0034
15742,3,0.2130
15742,46,0.3814
15742,270,0.0641
15742,297,0.0798
15742,311,0.0667
15742,334,0.0034
15743,7,0.4586
15743,47,0.4003
15743,252,0.2237
15743,334,0.0034
15744,0,0.2404
15744,23,0.2091
15744,199,0.0942
15744,321,0.1086
15744,334,0.0034
15745,0,0.2404
15745,23,0.2091
15745,334,0.0034
15746,6,0.3305
15746,68,0.5716
15746,138,0.2223
15746,334,0.0034
15747,3,0.2130
15747,263,0.3413
15747,334,0.0034
15748,6,0.3305
15748,75,0.3468
15748,174,0.1973
15748,334,0.0034
15749,0,0.2404
15749,23,0.2091
15749,199,0.0628
15749,210,0.0599
15749,333,0.0660
15749,334,0.0034
15750,5,0.6361
15750,85,0.3884
15750,138,0.2223
15750,334,0.0034
15751,3,0.2130
15751,111,0.2370
15751,168,0.1673
15751,334,0.0034
15752,6,0.3305
15752,117,0.4873
15752,138,0.2223
15752,334,0.0034
15753,3,0.2130
15753,98,0.2199
15753,144,0.2268
15753,334,0.0034
15754,0,0.2404
15754,23,0.2091
15754,199,0.0628
15754,210,0.0599
15754,253,0.0618
15754,334,0.0034
15755,0,0.2404
15755,32,0.3200
15755,288,0.1949
15755,334,0.0034
15756,6,0.1653
15756,7,0.2293
15756,20,0.3633
15756,138,0.2223
15756,334,0.0034
15757,3,0.2130
15757,103,0.4514
15757,286,0.2065
15757,334,0.0034
15758,6,0.3305
15758,75,0.3468
15758,247,0.2680
15758,334,0.0034
15759,6,0.3305
15759,38,0.4333
15759,159,0.1034
15759,174,0.0987
15759,334,0.0034
15760,0,0.2404
15760,80,0.3705
15760,152,0.2305
15760,334,0.0034
15761,3,0.2130
15761,111,0.2370
15761,214,0.1089
15761,237,0.1184
15761,335,0.1009
15762,0,0.2404
15762,91,0.4007
15762,217,0.1074
15762,226,0.1093
15762,257,0.1024
15762,334,0.0034
15763,3,0.2130
15763,78,0.4915
15763,285,0.2810
15763,334,0.0034
15764,0,0.2404
15764,23,0.2091
15764,253,0.1855
15764,334,0.0034
15765,6,0.3305
15765,30,0.3764
15765,278,0.1285
15765,281,0.1263
15765,334,0.0034
15766,0,0.2404
15766,58,0.3123
15766,322,0.1936
15766,334,0.0034
15767,3,0.2130
15767,111,0.2370
15767,204,0.2367
15767,334,0.0034
15768,3,0.2130
15768,111,0.2370
15768,151,0.2309
15768,334,0.0034
15769,2,0.5000
15769,6,0.1653
15769,30,0.3764
15769,142,0.3161
15769,334,0.0034
15770,0,0.1202
15770,4,0.2339
15770,32,0.3200
15770,288,0.1949
15770,334,0.0034
15771,0,0.2404
15771,58,0.3123
15771,321,0.2173
15771,334,0.0034
15772,8,0.5310
15772,259,0.1986
15772,334,0.0034
15773,3,0.2130
15773,34,0.3870
15773,214,0.0726
15773,237,0.0789
15773,270,0.0641
15773,334,0.0034
15774,3,0.2130
15774,11,0.3290
15774,311,0.2001
15774,334,0.0034
15775,6,0.3305
15775,53,0.4257
15775,312,0.2739
15775,334,0.0034
15776,3,0.2130
15776,46,0.3814
15776,138,0.2223
15776,334,0.0034
15777,3,0.2130
15777,98,0.2199
15777,144,0.1134
15777,270,0.0961
15777,334,0.0034
15778,50,0.7221
15778,138,0.2223
15778,337,0.1389
15779,0,0.2404
15779,23,0.2091
15779,210,0.0898
15779,253,0.0928
15779,334,0.0034
15780,6,0.3305
15780,105,0.6303
15780,230,0.1165
15780,332,0.1184
15780,334,0.0034
15781,0,0.2404
15781,23,0.2091
15781,137,0.2852
15781,334,0.0034
15782,3,0.2130
15782,46,0.3814
15782,318,0.2098
15782,334,0.0034
15783,3,0.2130
15783,111,0.2370
15783,168,0.1673
15783,334,0.0034
15784,0,0.2404
15784,80,0.3705
15784,321,0.2173
15784,334,0.0034
15785,5,0.6361
15785,69,0.3874
15785,138,0.2223
15785,341,0.1815
15786,7,0.4586
15786,54,0.6461
15786,282,0.2472
15786,334,0.0034
15787,7,0.4586
15787,104,0.3247
15787,282,0.2472
15787,334,0.0034
15788,3,0.2130
15788,98,0.2199
15788,264,0.1976
15788,334,0.0034
15789,7,0.4586
15789,47,0.4003
15789,215,0.1889
15789,334,0.0034
15790,0,0.2404
15790,23,0.2091
15790,150,0.2334
15790,334,0.0034
15791,3,0.2130
15791,35,0.3498
15791,215,0.1889
15791,334,0.0034
15792,0,0.2404
15792,23,0.2091
15792,253,0.1855
15792,334,0.0034
15793,6,0.3305
15793,9,0.3584
15793,129,0.2752
15793,334,0.0034
15794,0,0.2404
15794,10,0.4380
15794,259,0.0993
15794,321,0.1086
15794,334,0.0034
15795,6,0.3305
15795,57,0.3833
15795,300,0.2545
15795,334,0.0034
15796,7,0.4586
15796,104,0.3247
15796,282,0.2472
15796,334,0.0034
15797,0,0.2404
15797,91,0.4007
15797,142,0.3161
15797,347,0.2068
15798,0,0.2404
15798,58,0.3123
15798,322,0.1936
15798,334,0.0034
15799,3,0.2130
15799,81,0.4273
15799,231,0.2171
15799,334,0.0034
15800,7,0.4586
15800,47,0.4003
15800,151,0.2309
15800,336,0.1215
15801,0,0.2404
15801,39,0.4333
15801,136,0.2187
15801,334,0.0034
15802,6,0.3305
15802,30,0.3764
15802,312,0.2739
15802,338,0.1499
15803,48,0.4108
15803,230,0.2330
15803,334,0.0034
15804,0,0.2404
15804,58,0.3123
15804,321,0.2173
15804,334,0.0034
15805,7,0.4586
15805,47,0.4003
15805,143,0.1484
15805,228,0.1443
15805,334,0.0034
15806,3,0.2130
15806,98,0.2199
15806,135,0.1232
15806,270,0.0961
15806,334,0.0034
15807,3,0.2130
15807,46,0.3814
15807,239,0.2935
15807,334,0.0034
15808,4,0.4678
15808,102,0.2815
15808,294,0.2407
15808,334,0.0034
15809,0,0.2404
15809,56,0.4557
15809,322,0.1936
15809,334,0.0034
15810,3,0.2130
15810,98,0.2199
15810,264,0.1976
15810,334,0.0034
15811,3,0.2130
15811,111,0.2370
15811,168,0.1673
15811,334,0.0034
15812,3,0.1065
15812,4,0.2339
15812,98,0.2199
15812,124,0.2717
15812,334,0.0034
15813,0,0.2404
15813,23,0.2091
15813,199,0.0942
15813,210,0.0898
15813,334,0.0034
15814,3,0.2130
15814,98,0.2199
15814,168,0.0836
15814,252,0.1118
15814,334,0.0034
15815,0,0.2404
15815,32,0.3200
15815,288,0.1949
15815,334,0.0034
15816,0,0.2404
15816,8,0.5310
15816,322,0.1936
15816,334,0.0034
15817,0,0.2404
15817,23,0.2091
15817,334,0.0034
15818,0,0.2404
15818,23,0.2091
15818,183,0.2202
15818,334,0.0034
15819,4,0.4678
15819,102,0.2815
15819,198,0.1229
15819,328,0.1266
15819,335,0.1009
15820,3,0.2130
15820,34,0.3870
15820,231,0.2171
15820,334,0.0034
15821,0,0.2404
15821,77,0.5552
15821,322,0.1936
15821,334,0.0034
15822,0,0.2404
15822,23,0.2091
15822,253,0.1855
15822,334,0.0034
15823,3,0.2130
15823,11,0.3290
15823,212,0.1662
15823,334,0.0034
15824,6,0.3305
15824,48,0.4108
15824,159,0.1034
15824,174,0.0987
15824,334,0.0034
15825,0,0.2404
15825,44,0.5091
15825,321,0.2173
15825,334,0.0034
15826,0,0.2404
15826,23,0.2091
15826,183,0.0734
15826,199,0.0628
15826,210,0.0599
15826,334,0.0034
15827,0,0.2404
15827,23,0.2091
15827,199,0.0942
15827,210,0.0898
15827,334,0.0034
15828,4,0.4678
15828,70,0.3208
15828,307,0.2623
15828,336,0.1215
15829,0,0.2404
15829,8,0.5310
15829,259,0.1986
15829,334,0.0034
15830,3,0.2130
15830,34,0.3870
15830,214,0.1089
15830,237,0.1184
15830,334,0.0034
15831,5,0.6361
15831,59,0.5742
15831,178,0.3636
15831,334,0.0034
15832,7,0.4586
15832,107,0.4289
15832,154,0.0837
15832,198,0.0819
15832,328,0.0844
15832,334,0.0034
15833,6,0.3305
15833,9,0.3584
15833,159,0.0690
15833,174,0.0658
15833,207,0.0816
15833,335,0.1009
15834,4,0.4678
15834,102,0.2815
15834,305,0.2619
15834,334,0.0034
15835,7,0.4586
15835,20,0.3633
15835,198,0.1229
15835,328,0.1266
15835,335,0.1009
15836,6,0.3305
15836,33,0.4632
15836,300,0.2545
15836,334,0.0034
15837,3,0.2130
15837,66,0.4795
15837,264,0.1976
15837,334,0.0034
15838,0,0.2404
15838,58,0.3123
15838,172,0.1933
15838,334,0.0034
15839,6,0.3305
15839,75,0.3468
15839,174,0.1973
15839,334,0.0034
15840,0,0.2404
15840,8,0.5310
15840,321,0.2173
15840,334,0.0034
15841,3,0.2130
15841,111,0.2370
15841,151,0.2309
15841,334,0.0034
15842,0,0.2404
15842,23,0.2091
15842,150,0.2334
15842,334,0.0034
15843,3,0.2130
15843,11,0.3290
15843,212,0.1662
15843,334,0.0034
15844,6,0.3305
15844,30,0.3764
15844,278,0.1285
15844,281,0.1263
15844,335,0.1009
15845,0,0.2404
15845,23,0.2091
15845,259,0.1986
15845,334,0.0034
15846,4,0.4678
15846,102,0.2815
15846,244,0.2524
15846,334,0.0034
15847,3,0.2130
15847,111,0.2370
15847,334,0.0034
15848,0,0.2404
15848,322,0.1936
15848,334,0.0034
15849,3,0.2130
15849,98,0.2199
15849,168,0.1673
15849,334,0.0034
15850,3,0.2130
15850,18,0.5343
15850,124,0.1358
15850,318,0.1049
15850,334,0.0034
15851,4,0.4678
15851,70,0.3208
15851,215,0.1889
15851,334,0.0034
15852,3,0.2130
15852,111,0.2370
15852,214,0.0544
15852,231,0.0543
15852,237,0.0592
15852,258,0.0605
15852,334,0.0034
15853,0,0.2404
15853,106,0.5277
15853,136,0.2187
15853,334,0.0034
15854,0,0.2404
15854,41,0.4221
15854,302,0.2506
15854,334,0.0034
15855,3,0.2130
15855,66,0.4795
15855,168,0.1673
15855,334,0.0034
15856,0,0.2404
15856,23,0.2091
15856,183,0.2202
15856,334,0.0034
15857,6,0.3305
15857,33,0.4632
15857,198,0.1229
15857,328,0.1266
15857,334,0.0034
15858,0,0.2404
15858,23,0.2091
15858,259,0.1986
15858,334,0.0034
15859,6,0.3305
15859,88,0.5531
15859,128,0.1282
15859,205,0.1296
15859,334,0.0034
15860,3,0.2130
15860,78,0.4915
15860,311,0.2001
15860,334,0.0034
15861,3,0.2130
15861,98,0.2199
15861,124,0.2717
15861,334,0.0034
15862,3,0.2130
15862,46,0.3814
15862,125,0.1557
15862,216,0.1509
15862,334,0.0034
15863,3,0.2130
15863,111,0.2370
15863,138,0.1111
15863,240,0.1410
15864,6,0.3305
15864,9,0.3584
15864,129,0.2752
15864,334,0.0034
15865,0,0.2404
15865,23,0.2091
15865,210,0.1796
15865,334,0.0034
15866,3,0.2130
15866,111,0.2370
15866,264,0.1976
15866,334,0.0034
15867,7,0.4586
15867,47,0.4003
15867,151,0.2309
15867,336,0.1215
15868,7,0.4586
15868,104,0.3247
15868,215,0.0630
